practice_accuracy,practice_frequency,recency
1.0,0.003586800573888092,6.546201844864348e-06
1.0,0.01685796269727403,5.262278278606423e-05
0.5,0.0003586800573888092,5.262278278606423e-05
1.0,0.0,5.262278278606423e-05
1.0,0.0010760401721664275,7.848208841632947e-05
1.0,0.0028694404591104736,5.262278278606423e-05
0.0,0.0,5.262278278606423e-05
1.0,0.011477761836441894,0.00560886530777402
1.0,0.001793400286944046,5.262278278606423e-05
0.0,0.0003586800573888092,0.043060662567490526
1.0,0.0007173601147776184,5.262278278606423e-05
1.0,0.0010760401721664275,5.262278278606423e-05
1.0,0.0003586800573888092,5.262278278606423e-05
1.0,0.0007173601147776184,5.262278278606423e-05
1.0,0.0007173601147776184,5.262278278606423e-05
0.0,0.0007173601147776184,0.04308294135387968
0.0,0.0003586800573888092,0.043060662567490526
1.0,0.0007173601147776184,5.262278278606423e-05
1.0,0.0003586800573888092,5.262278278606423e-05
1.0,0.0007173601147776184,5.262278278606423e-05
1.0,0.0003586800573888092,5.262278278606423e-05
1.0,0.0,0.043095165752904896
1.0,0.0007173601147776184,5.262278278606423e-05
1.0,0.0007173601147776184,0.04308294135387968
1.0,0.005738880918220947,1.2405233330323045e-05
1.0,0.006456241032998565,1.2405233330323045e-05
1.0,0.007173601147776184,1.2405233330323045e-05
0.8,0.015423242467718794,1.2405233330323045e-05
1.0,0.007173601147776184,1.2405233330323045e-05
1.0,0.006456241032998565,1.2405233330323045e-05
1.0,0.005380200860832138,1.2405233330323045e-05
1.0,0.0014347202295552368,0.01599902580943153
0.6666666666666666,0.0007173601147776184,0.008253060683905938
1.0,0.0010760401721664275,0.002337717395836999
1.0,0.0010760401721664275,0.002337717395836999
1.0,0.001793400286944046,0.015989007588928614
1.0,0.007532281205164993,0.015993673114000368
1.0,0.002510760401721664,0.015993673114000368
1.0,0.001793400286944046,0.13153116999325234
1.0,0.0003586800573888092,0.008253060683905938
1.0,0.0032281205164992827,0.0023232144845674375
0.0,0.0007173601147776184,0.008253060683905938
1.0,0.010760401721664276,0.0023232144845674375
1.0,0.0014347202295552368,0.01599902580943153
1.0,0.0,0.008253060683905938
1.0,0.006456241032998565,0.013026507668947794
1.0,0.007173601147776184,0.13158079092657365
1.0,0.002152080344332855,0.1744992092296672
1.0,0.002510760401721664,0.0023232144845674375
1.0,0.007173601147776184,0.032003259646850135
0.0,0.0010760401721664275,0.002337717395836999
1.0,0.0028694404591104736,0.015989007588928614
1.0,0.001793400286944046,0.13153116999325234
1.0,0.011119081779053085,0.013026507668947794
1.0,0.002152080344332855,0.0023232144845674375
1.0,0.001793400286944046,0.01599902580943153
1.0,0.002152080344332855,0.01599902580943153
1.0,0.0007173601147776184,0.002337717395836999
1.0,0.0003586800573888092,0.008253060683905938
1.0,0.0003586800573888092,0.008253060683905938
1.0,0.001793400286944046,0.015989007588928614
1.0,0.007532281205164993,0.1744992092296672
1.0,0.001793400286944046,0.13153659502240556
1.0,0.002510760401721664,0.11262837924613867
1.0,0.002152080344332855,0.015993673114000368
1.0,0.0014347202295552368,0.14063650275712639
0.5,0.0,0.06390366074095555
0.0,0.0,0.06390366074095555
1.0,0.0003586800573888092,0.06390366074095555
1.0,0.0007173601147776184,0.06390366074095555
1.0,0.0003586800573888092,0.06390366074095555
1.0,0.0007173601147776184,0.06390366074095555
0.6666666666666666,0.0003586800573888092,0.06390366074095555
1.0,0.012553802008608322,0.02208558301757554
1.0,0.02690100430416069,9.294883282486946e-06
1.0,0.021520803443328552,0.00334507297586466
0.75,0.014705882352941176,0.00018991218722310877
1.0,0.009684361549497847,0.00334507297586466
1.0,0.02080344332855093,0.00022318569936275075
0.5,0.015781922525107604,0.0033998657703120053
1.0,0.005021520803443328,5.967532068522748e-06
1.0,0.006456241032998565,5.967532068522748e-06
1.0,0.0010760401721664275,5.967532068522748e-06
1.0,0.0003586800573888092,5.967532068522748e-06
1.0,0.001793400286944046,5.967532068522748e-06
1.0,0.0014347202295552368,5.967532068522748e-06
1.0,0.0003586800573888092,5.967532068522748e-06
1.0,0.0010760401721664275,5.967532068522748e-06
1.0,0.0010760401721664275,5.967532068522748e-06
1.0,0.00430416068866571,5.967532068522748e-06
1.0,0.001793400286944046,5.967532068522748e-06
1.0,0.0014347202295552368,5.967532068522748e-06
1.0,0.013988522238163558,9.873553058828545e-06
1.0,0.03084648493543759,9.873553058828545e-06
1.0,0.027977044476327116,9.873553058828545e-06
1.0,0.02259684361549498,9.873553058828545e-06
1.0,0.00824964131994261,9.873553058828545e-06
1.0,0.019727403156384504,9.873553058828545e-06
1.0,0.021162123385939743,9.873553058828545e-06
1.0,0.003945480631276901,9.873553058828545e-06
1.0,0.021162123385939743,9.873553058828545e-06
1.0,0.03371592539454806,9.873553058828545e-06
1.0,0.024748923959827834,9.873553058828545e-06
1.0,0.020086083213773313,9.873553058828545e-06
1.0,0.023314203730272598,9.873553058828545e-06
1.0,0.02654232424677188,9.873553058828545e-06
0.6666666666666666,0.02295552367288379,9.873553058828545e-06
1.0,0.020444763271162122,9.873553058828545e-06
1.0,0.014705882352941176,9.873553058828545e-06
1.0,0.027618364418938307,9.873553058828545e-06
1.0,0.021520803443328552,9.873553058828545e-06
1.0,0.029411764705882353,9.873553058828545e-06
1.0,0.002510760401721664,9.873553058828545e-06
1.0,0.04447632711621234,9.873553058828545e-06
1.0,0.010401721664275465,9.873553058828545e-06
1.0,0.003586800573888092,3.6962531963819684e-05
1.0,0.0,4.991026820946298e-05
1.0,0.006097560975609756,0.003029263945426232
1.0,0.0032281205164992827,1.5515583378159145e-05
1.0,0.02259684361549498,3.164600339368124e-05
1.0,0.002510760401721664,5.5913967139007075e-05
1.0,0.015781922525107604,0.002986044546505719
1.0,0.001793400286944046,0.003029263945426232
1.0,0.06384505021520803,3.6962531963819684e-05
1.0,0.09325681492109039,3.164600339368124e-05
1.0,0.08680057388809183,3.164600339368124e-05
1.0,0.0,3.164600339368124e-05
1.0,0.007173601147776184,3.164600339368124e-05
1.0,0.08357245337159254,3.6962531963819684e-05
1.0,0.002152080344332855,4.991026820946298e-05
1.0,0.016140602582496413,0.0029992092839174903
1.0,0.00430416068866571,1.5515583378159145e-05
1.0,0.0028694404591104736,0.008696140898278496
1.0,0.010043041606886656,3.164600339368124e-05
1.0,0.08428981348637016,4.991026820946298e-05
1.0,0.0,0.002986044546505719
0.0,0.0014347202295552368,0.005319494252742199
1.0,0.09289813486370158,3.164600339368124e-05
1.0,0.018651362984218076,1.5515583378159145e-05
1.0,0.0007173601147776184,2.108527997544704e-05
1.0,0.039813486370157816,0.003029263945426232
1.0,0.03335724533715925,1.5515583378159145e-05
1.0,0.08321377331420372,1.5515583378159145e-05
1.0,0.16571018651362984,1.5515583378159145e-05
1.0,0.013629842180774749,0.013138299436364787
1.0,0.08464849354375897,3.164600339368124e-05
1.0,0.008967001434720229,3.164600339368124e-05
1.0,0.004662840746054519,1.5515583378159145e-05
1.0,0.036585365853658534,0.0029729159759549688
1.0,0.13163558106169296,1.5515583378159145e-05
1.0,0.11441893830703014,3.164600339368124e-05
1.0,0.0,0.0029729159759549688
1.0,0.035868005738880916,3.164600339368124e-05
1.0,0.02690100430416069,0.003022211407527069
1.0,0.006456241032998565,3.164600339368124e-05
1.0,0.007173601147776184,1.5515583378159145e-05
1.0,0.002152080344332855,5.5913967139007075e-05
1.0,0.07173601147776183,1.5515583378159145e-05
1.0,0.03550932568149211,0.003029263945426232
1.0,0.10007173601147776,1.5515583378159145e-05
1.0,0.01327116212338594,0.003022211407527069
1.0,0.03443328550932568,3.164600339368124e-05
1.0,0.09899569583931134,1.5515583378159145e-05
1.0,0.002510760401721664,0.0029992092839174903
1.0,0.0032281205164992827,0.0031122668914702304
0.4,0.0032281205164992827,0.0031122668914702304
1.0,0.002152080344332855,0.0031122668914702304
1.0,0.0028694404591104736,0.0031122668914702304
1.0,0.010760401721664276,0.0094640356914838
0.5,0.009684361549497847,0.008368179802536896
1.0,0.0003586800573888092,0.00842029624926866
1.0,0.006456241032998565,0.00712067626532747
0.0,0.001793400286944046,0.009915398117030247
1.0,0.0003586800573888092,0.008368179802536896
1.0,0.0014347202295552368,0.008368179802536896
0.0,0.003586800573888092,0.00712067626532747
1.0,0.0,0.00842029624926866
1.0,0.011836441893830704,0.0094640356914838
0.0,0.009684361549497847,0.00712067626532747
1.0,0.003586800573888092,0.009876988910625575
0.0,0.0010760401721664275,0.008368179802536896
1.0,0.0010760401721664275,0.008368179802536896
1.0,0.0010760401721664275,0.00712067626532747
1.0,0.0014347202295552368,0.052252976632120925
0.0,0.0003586800573888092,0.006698102661154017
1.0,0.0003586800573888092,0.006698102661154017
1.0,0.001793400286944046,0.006716909428885119
1.0,0.0014347202295552368,0.006716909428885119
1.0,0.002152080344332855,0.006716909428885119
0.0,0.002152080344332855,0.006716909428885119
1.0,0.002510760401721664,0.006716909428885119
1.0,0.0,0.006698102661154017
1.0,0.0,0.006698102661154017
1.0,0.0007173601147776184,0.006716909428885119
1.0,0.005738880918220947,0.006716909428885119
1.0,0.003945480631276901,0.040988916267604536
0.5,0.002152080344332855,0.041169171902934946
1.0,0.0,0.04371539125256003
1.0,0.0,0.04369195512661819
1.0,0.0,0.043789822652541964
1.0,0.0003586800573888092,0.04369195512661819
1.0,0.001793400286944046,0.040988916267604536
0.5,0.0028694404591104736,0.041169171902934946
1.0,0.0,0.043789822652541964
1.0,0.0,0.04369195512661819
1.0,0.0,0.043789822652541964
0.6666666666666666,0.0007173601147776184,0.04119517587600929
1.0,0.001793400286944046,0.06653009818832598
1.0,0.0,0.043789822652541964
1.0,0.0010760401721664275,0.040988916267604536
1.0,0.003586800573888092,1.6238920598586142e-05
1.0,0.007173601147776184,1.6238920598586142e-05
1.0,0.006456241032998565,1.6238920598586142e-05
0.0,0.0032281205164992827,1.6238920598586142e-05
1.0,0.002152080344332855,1.6238920598586142e-05
0.5,0.0014347202295552368,1.6238920598586142e-05
1.0,0.0032281205164992827,1.6238920598586142e-05
1.0,0.002510760401721664,0.018731106657845328
1.0,0.0007173601147776184,1.6238920598586142e-05
1.0,0.0014347202295552368,1.6238920598586142e-05
1.0,0.0010760401721664275,1.6238920598586142e-05
1.0,0.014705882352941176,1.6238920598586142e-05
1.0,0.013629842180774749,1.6238920598586142e-05
0.0,0.02187948350071736,1.6238920598586142e-05
1.0,0.0014347202295552368,1.6238920598586142e-05
1.0,0.001793400286944046,1.6238920598586142e-05
1.0,0.0028694404591104736,1.6238920598586142e-05
0.5,0.0068149210903873745,1.6238920598586142e-05
1.0,0.003586800573888092,1.6238920598586142e-05
0.5,0.007532281205164993,1.6238920598586142e-05
0.5,0.0028694404591104736,1.6238920598586142e-05
0.6666666666666666,0.011119081779053085,1.6238920598586142e-05
0.5,0.0014347202295552368,1.6238920598586142e-05
1.0,0.008967001434720229,1.6238920598586142e-05
1.0,0.003945480631276901,1.6238920598586142e-05
1.0,0.0028694404591104736,1.6238920598586142e-05
1.0,0.003586800573888092,1.6238920598586142e-05
1.0,0.004662840746054519,0.00018170230977126233
1.0,0.0028694404591104736,0.00018170230977126233
1.0,0.003586800573888092,0.00018170230977126233
1.0,0.003586800573888092,0.00018170230977126233
1.0,0.0014347202295552368,0.00018170230977126233
1.0,0.003586800573888092,0.00018170230977126233
1.0,0.005380200860832138,0.00018170230977126233
1.0,0.001793400286944046,0.00018170230977126233
1.0,0.0028694404591104736,0.00018170230977126233
1.0,0.002510760401721664,0.00018170230977126233
1.0,0.002510760401721664,0.00018170230977126233
1.0,0.0032281205164992827,0.00018170230977126233
1.0,0.002510760401721664,0.00018170230977126233
1.0,0.00430416068866571,0.00018170230977126233
1.0,0.002152080344332855,0.00018170230977126233
1.0,0.0007173601147776184,0.00018170230977126233
1.0,0.003945480631276901,0.00018170230977126233
1.0,0.001793400286944046,0.00018170230977126233
1.0,0.0028694404591104736,0.012221975845527864
1.0,0.0003586800573888092,4.119405470331763e-05
1.0,0.019010043041606885,0.022280956400812874
1.0,0.015064562410329985,0.022280956400812874
1.0,0.011119081779053085,0.022300016336571124
1.0,0.0014347202295552368,0.012221975845527864
1.0,0.0010760401721664275,4.119405470331763e-05
1.0,0.006456241032998565,0.0060803003411873165
1.0,0.005380200860832138,0.0060803003411873165
1.0,0.005380200860832138,0.0060803003411873165
1.0,0.007173601147776184,0.0060803003411873165
1.0,0.04375896700143472,0.022280956400812874
1.0,0.03299856527977044,0.022280956400812874
1.0,0.055236728837876614,0.022280956400812874
1.0,0.005021520803443328,0.0060803003411873165
1.0,0.006097560975609756,0.050373421031702385
1.0,0.012195121951219513,0.06459162677130366
1.0,0.014705882352941176,0.022280956400812874
1.0,0.010043041606886656,0.022280956400812874
1.0,0.03443328550932568,0.022280956400812874
1.0,0.001793400286944046,0.012221975845527864
1.0,0.027618364418938307,0.022280956400812874
1.0,0.003945480631276901,0.0060803003411873165
1.0,0.017934002869440458,0.022280956400812874
1.0,0.007890961262553802,0.0060803003411873165
1.0,0.006456241032998565,0.02434358865172148
1.0,0.002152080344332855,7.558873953462147e-06
1.0,0.0028694404591104736,7.558873953462147e-06
1.0,0.002510760401721664,7.558873953462147e-06
1.0,0.005380200860832138,7.558873953462147e-06
1.0,0.0028694404591104736,7.558873953462147e-06
1.0,0.0014347202295552368,7.558873953462147e-06
1.0,0.010043041606886656,7.558873953462147e-06
1.0,0.0007173601147776184,7.558873953462147e-06
1.0,0.002510760401721664,7.558873953462147e-06
1.0,0.004662840746054519,7.558873953462147e-06
1.0,0.0007173601147776184,7.558873953462147e-06
1.0,0.012195121951219513,8.144777102008017e-05
1.0,0.0010760401721664275,7.558873953462147e-06
1.0,0.0010760401721664275,7.558873953462147e-06
1.0,0.0068149210903873745,7.558873953462147e-06
1.0,0.0014347202295552368,7.558873953462147e-06
1.0,0.00430416068866571,7.558873953462147e-06
1.0,0.002152080344332855,7.558873953462147e-06
1.0,0.017934002869440458,7.558873953462147e-06
1.0,0.0010760401721664275,7.558873953462147e-06
1.0,0.0007173601147776184,7.558873953462147e-06
1.0,0.0007173601147776184,7.558873953462147e-06
1.0,0.0007173601147776184,7.558873953462147e-06
1.0,0.007890961262553802,7.558873953462147e-06
1.0,0.002152080344332855,0.009350327080432676
0.0,0.0010760401721664275,0.0010375910758415098
0.0,0.0003586800573888092,0.0007052176230553034
1.0,0.0014347202295552368,0.0027947580185637986
0.0,0.002510760401721664,0.0010030517235661205
1.0,0.0,0.0008388541745291915
1.0,0.001793400286944046,0.0010311172077186882
0.0,0.002152080344332855,0.0010030517235661205
0.0,0.0028694404591104736,0.002787452312637486
0.6666666666666666,0.002152080344332855,0.020936308674900102
1.0,0.0028694404591104736,0.020936308674900102
1.0,0.0028694404591104736,0.020936308674900102
1.0,0.002510760401721664,0.020936308674900102
1.0,0.002510760401721664,0.020936308674900102
1.0,0.002510760401721664,0.020936308674900102
1.0,0.002510760401721664,0.020936308674900102
1.0,0.003945480631276901,0.0007089789766015238
1.0,0.003945480631276901,0.0007089789766015238
1.0,0.002152080344332855,0.0007089789766015238
0.75,0.002510760401721664,0.0007089789766015238
1.0,0.002152080344332855,0.0007089789766015238
1.0,0.007173601147776184,0.0007089789766015238
1.0,0.002152080344332855,0.0007089789766015238
1.0,0.0007173601147776184,0.007964593800399652
1.0,0.0007173601147776184,0.007964593800399652
1.0,0.0003586800573888092,0.007964593800399652
1.0,0.0010760401721664275,0.007964593800399652
1.0,0.0003586800573888092,0.007964593800399652
1.0,0.0007173601147776184,0.007964593800399652
0.8,0.0007173601147776184,0.007964593800399652
1.0,0.02690100430416069,5.822864624437348e-06
1.0,0.025107604017216643,1.2513733913387095e-05
1.0,0.019010043041606885,1.2513733913387095e-05
1.0,0.03766140602582496,5.822864624437348e-06
1.0,0.032281205164992825,5.822864624437348e-06
1.0,0.03012912482065997,5.822864624437348e-06
1.0,0.029053084648493543,1.2513733913387095e-05
1.0,0.06779053084648494,5.822864624437348e-06
0.75,0.031205164992826398,5.822864624437348e-06
1.0,0.011119081779053085,5.822864624437348e-06
0.5,0.040172166427546625,1.2513733913387095e-05
0.3333333333333333,0.0390961262553802,5.822864624437348e-06
0.75,0.04124820659971305,1.2513733913387095e-05
1.0,0.03766140602582496,5.822864624437348e-06
1.0,0.02977044476327116,5.822864624437348e-06
1.0,0.032281205164992825,1.2513733913387095e-05
1.0,0.06384505021520803,5.822864624437348e-06
1.0,0.03084648493543759,1.2513733913387095e-05
1.0,0.036226685796269725,1.2513733913387095e-05
1.0,0.02582496413199426,1.0199054808020696e-05
0.75,0.03730272596843615,5.822864624437348e-06
1.0,0.0010760401721664275,0.4680573017619301
1.0,0.0,0.4647637665630209
1.0,0.005380200860832138,0.013903915717325745
1.0,0.0032281205164992827,0.006146992032910686
1.0,0.0028694404591104736,0.013917876125679986
1.0,0.0028694404591104736,0.025149458648999205
1.0,0.015064562410329985,4.593191349711448e-06
1.0,0.005738880918220947,0.003253064481426346
1.0,0.0010760401721664275,4.593191349711448e-06
1.0,0.0003586800573888092,0.003326881044770921
1.0,0.019727403156384504,4.593191349711448e-06
1.0,0.0003586800573888092,0.003297007217567286
1.0,0.0014347202295552368,4.593191349711448e-06
1.0,0.0007173601147776184,4.593191349711448e-06
0.0,0.0003586800573888092,4.593191349711448e-06
1.0,0.0003586800573888092,4.593191349711448e-06
1.0,0.0007173601147776184,4.593191349711448e-06
1.0,0.0007173601147776184,1.0705390862319595e-05
1.0,0.0014347202295552368,4.593191349711448e-06
1.0,0.02223816355810617,6.835536733035147e-05
0.5,0.06312769010043041,6.835536733035147e-05
1.0,0.058464849354375896,6.835536733035147e-05
1.0,0.010401721664275465,6.835536733035147e-05
1.0,0.03156384505021521,6.835536733035147e-05
1.0,0.015781922525107604,6.835536733035147e-05
1.0,0.03766140602582496,6.835536733035147e-05
1.0,0.05021520803443329,6.835536733035147e-05
1.0,0.03335724533715925,6.835536733035147e-05
0.0,0.02582496413199426,6.835536733035147e-05
1.0,0.01327116212338594,6.835536733035147e-05
1.0,0.013629842180774749,6.835536733035147e-05
1.0,0.03550932568149211,6.835536733035147e-05
1.0,0.04806312769010043,6.835536733035147e-05
1.0,0.08142037302725968,6.835536733035147e-05
1.0,0.03443328550932568,6.835536733035147e-05
1.0,0.02295552367288379,6.835536733035147e-05
0.5,0.05272596843615495,6.835536733035147e-05
1.0,0.07065997130559541,4.821042574145953e-05
0.5,0.007890961262553802,0.0001079580801487297
1.0,0.059182209469153514,6.835536733035147e-05
0.75,0.09684361549497848,5.519062991858008e-05
1.0,0.03730272596843615,6.835536733035147e-05
1.0,0.029053084648493543,6.835536733035147e-05
1.0,0.05236728837876614,6.835536733035147e-05
1.0,0.05344332855093257,4.821042574145953e-05
1.0,0.07639885222381636,6.835536733035147e-05
0.75,0.06384505021520803,6.835536733035147e-05
1.0,0.03550932568149211,6.835536733035147e-05
1.0,0.050573888091822096,6.835536733035147e-05
1.0,0.0390961262553802,6.835536733035147e-05
1.0,0.040889526542324243,4.821042574145953e-05
1.0,0.020444763271162122,6.835536733035147e-05
1.0,0.12410329985652797,4.821042574145953e-05
1.0,0.025466284074605453,4.821042574145953e-05
1.0,0.0010760401721664275,1.6889924096970444e-05
0.75,0.0010760401721664275,1.6889924096970444e-05
1.0,0.0007173601147776184,1.6889924096970444e-05
0.8,0.0007173601147776184,1.6889924096970444e-05
1.0,0.0003586800573888092,1.6889924096970444e-05
1.0,0.0003586800573888092,1.6889924096970444e-05
1.0,0.0007173601147776184,1.6889924096970444e-05
1.0,0.0,0.024121704959355502
1.0,0.0003586800573888092,0.027030714091885743
1.0,0.003945480631276901,0.022051188332744234
1.0,0.0,0.027030714091885743
1.0,0.0,0.024121704959355502
1.0,0.00860832137733142,7.898842447062836e-05
1.0,0.00430416068866571,5.750530902394648e-06
1.0,0.007173601147776184,5.750530902394648e-06
1.0,0.0,0.024121704959355502
1.0,0.014347202295552367,0.00921354401204993
1.0,0.0007173601147776184,0.024029624131195144
1.0,0.0,0.02704637434270799
1.0,0.0007173601147776184,0.028277277290708613
1.0,0.0028694404591104736,0.15635689906924946
1.0,0.0007173601147776184,0.028277277290708613
1.0,0.0010760401721664275,0.2618443486078887
1.0,0.003586800573888092,9.620385031679096e-06
0.0,0.0007173601147776184,0.028277277290708613
1.0,0.004662840746054519,0.15635689906924946
1.0,0.0014347202295552368,9.620385031679096e-06
1.0,0.005021520803443328,9.620385031679096e-06
0.6666666666666666,0.0014347202295552368,9.620385031679096e-06
1.0,0.0007173601147776184,0.3096826896831606
0.0,0.0007173601147776184,0.04041024649126294
0.0,0.0028694404591104736,0.23681944862824703
1.0,0.006097560975609756,9.620385031679096e-06
1.0,0.0032281205164992827,0.15635689906924946
1.0,0.0010760401721664275,0.2403034385172947
1.0,0.001793400286944046,9.620385031679096e-06
1.0,0.005380200860832138,0.059134372944931145
1.0,0.0032281205164992827,0.3254108257035422
1.0,0.0007173601147776184,0.3096826896831606
1.0,0.001793400286944046,0.03028428490936639
1.0,0.0032281205164992827,0.23681944862824703
1.0,0.0007173601147776184,0.04041024649126294
1.0,0.002510760401721664,0.15635689906924946
1.0,0.0028694404591104736,0.3254108257035422
1.0,0.0014347202295552368,0.24036456051242078
1.0,0.00430416068866571,2.2965956748557242e-05
1.0,0.003945480631276901,2.2965956748557242e-05
1.0,0.003586800573888092,2.2965956748557242e-05
1.0,0.008967001434720229,2.2965956748557242e-05
1.0,0.005021520803443328,2.2965956748557242e-05
1.0,0.0028694404591104736,2.2965956748557242e-05
1.0,0.001793400286944046,2.2965956748557242e-05
1.0,0.00430416068866571,2.2965956748557242e-05
1.0,0.0032281205164992827,2.2965956748557242e-05
1.0,0.006456241032998565,2.2965956748557242e-05
1.0,0.012195121951219513,2.2965956748557242e-05
1.0,0.01291248206599713,2.2965956748557242e-05
1.0,0.003586800573888092,9.128515721788737e-05
1.0,0.00430416068866571,0.037195410381936155
1.0,0.0032281205164992827,2.2965956748557242e-05
1.0,0.00430416068866571,2.2965956748557242e-05
1.0,0.010401721664275465,2.2965956748557242e-05
1.0,0.0032281205164992827,2.2965956748557242e-05
1.0,0.003945480631276901,2.2965956748557242e-05
1.0,0.007532281205164993,2.2965956748557242e-05
1.0,0.015423242467718794,2.2965956748557242e-05
1.0,0.003586800573888092,2.2965956748557242e-05
1.0,0.005738880918220947,2.2965956748557242e-05
1.0,0.003945480631276901,2.2965956748557242e-05
1.0,0.008967001434720229,2.2965956748557242e-05
1.0,0.002510760401721664,0.05366229070553987
1.0,0.004662840746054519,2.2965956748557242e-05
1.0,0.005738880918220947,2.2965956748557242e-05
1.0,0.0032281205164992827,0.019662584163450198
1.0,0.004662840746054519,2.2965956748557242e-05
1.0,0.003586800573888092,2.2965956748557242e-05
1.0,0.00860832137733142,2.2965956748557242e-05
1.0,0.014705882352941176,2.2965956748557242e-05
1.0,0.018651362984218076,2.2965956748557242e-05
1.0,0.008967001434720229,2.2965956748557242e-05
1.0,0.002510760401721664,2.2965956748557242e-05
1.0,0.007890961262553802,2.2965956748557242e-05
1.0,0.005380200860832138,2.2965956748557242e-05
1.0,0.004662840746054519,2.2965956748557242e-05
1.0,0.001793400286944046,2.2965956748557242e-05
1.0,0.00430416068866571,0.019659329145958276
1.0,0.00430416068866571,2.2965956748557242e-05
1.0,0.007890961262553802,0.019662584163450198
1.0,0.003945480631276901,0.05376522159200663
1.0,0.001793400286944046,2.2965956748557242e-05
1.0,0.023672883787661407,2.2965956748557242e-05
1.0,0.0028694404591104736,0.05366229070553987
1.0,0.01291248206599713,2.2965956748557242e-05
1.0,0.005380200860832138,2.2965956748557242e-05
1.0,0.0028694404591104736,0.03464716568809388
1.0,0.001793400286944046,0.03464716568809388
0.6666666666666666,0.001793400286944046,1.9674772395614392e-05
1.0,0.0010760401721664275,0.03464716568809388
1.0,0.0014347202295552368,0.03464716568809388
1.0,0.002152080344332855,0.03464716568809388
1.0,0.0010760401721664275,0.03464716568809388
1.0,0.0010760401721664275,8.788547228188046e-06
0.6666666666666666,0.0014347202295552368,8.788547228188046e-06
1.0,0.0014347202295552368,8.788547228188046e-06
0.5,0.0003586800573888092,8.788547228188046e-06
0.6666666666666666,0.0014347202295552368,8.788547228188046e-06
1.0,0.0,8.788547228188046e-06
1.0,0.0,8.788547228188046e-06
1.0,0.0068149210903873745,0.003618096609714831
0.0,0.006456241032998565,0.0009919123303715447
0.0,0.003945480631276901,0.013524597678933827
1.0,0.0010760401721664275,0.013896610011399434
1.0,0.0032281205164992827,0.0049981516925675035
1.0,0.0014347202295552368,0.009294268445849583
1.0,0.0010760401721664275,0.0049981516925675035
0.0,0.002152080344332855,0.011291511012031593
1.0,0.0068149210903873745,0.0020361581086409826
0.0,0.005021520803443328,0.0010000498741013484
0.5,0.007532281205164993,0.0009919123303715447
1.0,0.005380200860832138,0.0049981516925675035
1.0,0.0010760401721664275,0.009454270639008036
1.0,0.0014347202295552368,0.15580640327764347
1.0,0.011836441893830704,9.222549560444246e-06
